time,o,h,l,c,volume,complete
2024-09-03 00:00:00+00:00,2497.33,2497.755,2496.16,2496.54,2619,True
2024-09-03 00:30:00+00:00,2496.545,2496.795,2495.045,2495.895,2744,True
2024-09-03 01:00:00+00:00,2495.865,2495.97,2489.705,2491.975,7103,True
2024-09-03 01:30:00+00:00,2492.1,2494.63,2490.125,2493.82,5748,True
2024-09-03 02:00:00+00:00,2493.825,2495.585,2492.58,2493.975,5480,True
2024-09-03 02:30:00+00:00,2493.97,2496.47,2492.52,2495.37,5002,True
2024-09-03 03:00:00+00:00,2495.3,2495.935,2494.205,2495.86,4901,True
2024-09-03 03:30:00+00:00,2495.85,2495.85,2493.175,2494.87,2981,True
2024-09-03 04:00:00+00:00,2494.865,2496.88,2493.995,2496.455,2385,True
2024-09-03 04:30:00+00:00,2496.43,2497.025,2495.42,2496.01,2569,True
2024-09-03 05:00:00+00:00,2496.0,2496.0,2493.86,2494.65,3012,True
2024-09-03 05:30:00+00:00,2494.685,2495.93,2492.83,2495.115,6014,True
2024-09-03 06:00:00+00:00,2495.13,2497.31,2492.875,2496.115,6631,True
2024-09-03 06:30:00+00:00,2496.0,2498.935,2494.82,2497.945,6125,True
2024-09-03 07:00:00+00:00,2497.915,2501.075,2496.675,2500.455,5609,True
2024-09-03 07:30:00+00:00,2500.465,2502.11,2499.405,2500.845,6359,True
2024-09-03 08:00:00+00:00,2500.835,2504.775,2500.65,2504.74,6295,True
2024-09-03 08:30:00+00:00,2504.7,2506.35,2503.97,2503.97,5526,True
2024-09-03 09:00:00+00:00,2504.04,2505.065,2502.195,2503.605,5287,True
2024-09-03 09:30:00+00:00,2503.55,2504.65,2500.955,2500.955,4816,True
2024-09-03 10:00:00+00:00,2500.96,2501.065,2494.965,2495.665,6450,True
2024-09-03 10:30:00+00:00,2495.655,2497.525,2492.7,2497.405,5815,True
2024-09-03 11:00:00+00:00,2497.34,2501.645,2494.91,2495.395,5948,True
2024-09-03 11:30:00+00:00,2495.33,2496.275,2484.805,2489.755,8191,True
2024-09-03 12:00:00+00:00,2489.725,2502.305,2487.16,2493.34,11017,True
2024-09-03 12:30:00+00:00,2493.33,2496.535,2492.12,2493.335,9411,True
2024-09-03 13:00:00+00:00,2493.35,2497.75,2491.02,2493.05,11253,True
2024-09-03 13:30:00+00:00,2493.03,2493.96,2475.625,2480.165,14896,True
2024-09-03 14:00:00+00:00,2482.235,2485.705,2473.325,2477.875,15447,True
2024-09-03 14:30:00+00:00,2477.84,2483.14,2477.285,2478.365,9919,True
2024-09-03 15:00:00+00:00,2478.295,2483.04,2477.295,2482.28,7762,True
2024-09-03 15:30:00+00:00,2482.28,2489.59,2482.07,2488.465,6427,True
2024-09-03 16:00:00+00:00,2488.455,2489.075,2485.91,2486.645,4446,True
2024-09-03 16:30:00+00:00,2486.64,2487.175,2484.015,2486.09,3872,True
2024-09-03 17:00:00+00:00,2486.04,2492.065,2485.575,2491.31,4206,True
2024-09-03 17:30:00+00:00,2491.245,2492.11,2489.175,2489.545,3301,True
2024-09-03 18:00:00+00:00,2489.57,2490.055,2487.685,2489.31,2726,True
2024-09-03 18:30:00+00:00,2489.315,2489.53,2487.13,2489.42,2509,True
2024-09-03 19:00:00+00:00,2489.37,2494.115,2489.055,2494.005,2757,True
2024-09-03 19:30:00+00:00,2493.99,2494.43,2491.235,2492.11,2778,True
2024-09-03 20:00:00+00:00,2492.06,2492.47,2491.445,2492.01,1371,True
2024-09-03 20:30:00+00:00,2492.02,2493.3,2491.76,2492.95,1157,True
2024-09-03 22:00:00+00:00,2492.62,2493.24,2492.1,2493.165,494,True
2024-09-03 22:30:00+00:00,2493.215,2494.54,2492.825,2493.19,985,True
2024-09-03 23:00:00+00:00,2493.265,2494.765,2492.35,2494.34,880,True
2024-09-03 23:30:00+00:00,2494.345,2494.52,2492.71,2493.395,1340,True
