time,o,h,l,c,volume,complete
2024-09-18 00:00:00+00:00,2574.095,2574.85,2572.615,2573.015,1479,True
2024-09-18 00:15:00+00:00,2573.005,2573.19,2571.655,2572.97,991,True
2024-09-18 00:30:00+00:00,2573.035,2574.06,2571.73,2571.76,862,True
2024-09-18 00:45:00+00:00,2571.73,2573.675,2571.565,2573.08,1696,True
2024-09-18 01:00:00+00:00,2573.09,2576.54,2572.37,2574.71,6329,True
2024-09-18 01:15:00+00:00,2574.73,2576.355,2573.745,2574.135,3718,True
2024-09-18 01:30:00+00:00,2574.14,2574.48,2571.82,2573.505,2309,True
2024-09-18 01:45:00+00:00,2573.52,2574.505,2571.64,2572.255,2254,True
2024-09-18 02:00:00+00:00,2572.335,2572.85,2570.095,2571.57,3308,True
2024-09-18 02:15:00+00:00,2571.565,2573.21,2571.075,2572.99,1788,True
2024-09-18 02:30:00+00:00,2572.995,2574.21,2572.92,2573.03,2081,True
2024-09-18 02:45:00+00:00,2573.02,2573.86,2572.45,2573.86,1795,True
2024-09-18 03:00:00+00:00,2573.865,2574.18,2572.845,2573.735,1959,True
2024-09-18 03:15:00+00:00,2573.76,2575.885,2573.205,2575.715,2086,True
2024-09-18 03:30:00+00:00,2575.74,2576.48,2575.285,2575.56,1390,True
2024-09-18 03:45:00+00:00,2575.555,2576.305,2575.505,2575.99,815,True
2024-09-18 04:00:00+00:00,2575.995,2576.535,2574.19,2574.49,1126,True
2024-09-18 04:15:00+00:00,2574.485,2574.59,2572.86,2573.47,902,True
2024-09-18 04:30:00+00:00,2573.465,2573.695,2570.67,2571.03,1491,True
2024-09-18 04:45:00+00:00,2571.025,2571.285,2568.1,2568.73,2166,True
2024-09-18 05:00:00+00:00,2568.705,2569.31,2566.29,2566.58,2075,True
2024-09-18 05:15:00+00:00,2566.585,2566.87,2565.79,2566.75,1752,True
2024-09-18 05:30:00+00:00,2566.745,2568.145,2565.93,2568.065,3373,True
2024-09-18 05:45:00+00:00,2568.075,2568.15,2566.7,2567.78,2647,True
2024-09-18 06:00:00+00:00,2567.815,2569.11,2567.43,2567.69,2195,True
2024-09-18 06:15:00+00:00,2567.695,2568.815,2566.72,2568.445,2624,True
2024-09-18 06:30:00+00:00,2568.42,2570.07,2567.71,2568.44,2704,True
2024-09-18 06:45:00+00:00,2568.43,2569.725,2568.11,2569.205,2771,True
2024-09-18 07:00:00+00:00,2569.21,2571.265,2568.87,2570.405,3011,True
2024-09-18 07:15:00+00:00,2570.44,2571.32,2568.86,2569.33,2278,True
2024-09-18 07:30:00+00:00,2569.37,2570.39,2568.73,2569.585,1899,True
2024-09-18 07:45:00+00:00,2569.685,2572.005,2569.32,2571.635,2459,True
2024-09-18 08:00:00+00:00,2571.65,2572.015,2569.7,2569.715,2152,True
2024-09-18 08:15:00+00:00,2569.65,2570.62,2568.71,2569.96,2128,True
2024-09-18 08:30:00+00:00,2569.955,2570.335,2568.37,2569.245,2108,True
2024-09-18 08:45:00+00:00,2569.23,2570.925,2568.855,2569.835,1677,True
2024-09-18 09:00:00+00:00,2569.83,2570.5,2568.04,2569.465,2127,True
2024-09-18 09:15:00+00:00,2569.375,2571.235,2569.37,2569.455,1931,True
2024-09-18 09:30:00+00:00,2569.44,2570.1,2568.455,2569.575,2274,True
2024-09-18 09:45:00+00:00,2569.58,2572.02,2568.975,2572.02,1610,True
2024-09-18 10:00:00+00:00,2572.035,2572.91,2571.13,2571.52,1999,True
2024-09-18 10:15:00+00:00,2571.565,2575.365,2571.455,2575.365,2082,True
2024-09-18 10:30:00+00:00,2575.375,2577.56,2575.245,2576.275,2800,True
2024-09-18 10:45:00+00:00,2576.28,2578.165,2575.685,2576.225,2157,True
2024-09-18 11:00:00+00:00,2576.235,2577.225,2575.135,2576.61,1896,True
2024-09-18 11:15:00+00:00,2576.58,2577.94,2576.385,2577.305,1524,True
2024-09-18 11:30:00+00:00,2577.295,2580.135,2576.675,2579.995,2265,True
2024-09-18 11:45:00+00:00,2580.015,2580.775,2576.495,2577.49,2590,True
2024-09-18 12:00:00+00:00,2577.555,2578.92,2576.305,2576.395,2631,True
2024-09-18 12:15:00+00:00,2576.4,2577.735,2575.46,2576.225,2704,True
2024-09-18 12:30:00+00:00,2576.205,2576.235,2573.575,2575.18,3175,True
2024-09-18 12:45:00+00:00,2575.185,2576.96,2574.2,2576.3,2665,True
2024-09-18 13:00:00+00:00,2576.315,2578.555,2576.01,2577.68,2848,True
2024-09-18 13:15:00+00:00,2577.69,2578.45,2576.34,2577.6,3224,True
2024-09-18 13:30:00+00:00,2577.625,2578.64,2571.935,2573.335,5274,True
2024-09-18 13:45:00+00:00,2573.4,2574.82,2568.665,2571.85,6280,True
2024-09-18 14:00:00+00:00,2571.835,2574.915,2570.04,2571.555,5267,True
2024-09-18 14:15:00+00:00,2571.565,2571.855,2568.12,2569.035,5253,True
2024-09-18 14:30:00+00:00,2569.07,2571.38,2568.38,2569.46,4217,True
2024-09-18 14:45:00+00:00,2569.455,2572.125,2569.45,2571.735,3543,True
2024-09-18 15:00:00+00:00,2571.76,2574.57,2569.945,2571.34,3518,True
2024-09-18 15:15:00+00:00,2571.4,2573.34,2570.735,2572.6,2436,True
2024-09-18 15:30:00+00:00,2572.625,2573.43,2568.62,2569.37,2549,True
2024-09-18 15:45:00+00:00,2569.28,2570.25,2568.145,2569.79,2947,True
2024-09-18 16:00:00+00:00,2569.83,2571.23,2568.975,2571.105,2511,True
2024-09-18 16:15:00+00:00,2571.1,2572.11,2570.545,2571.87,2436,True
2024-09-18 16:30:00+00:00,2571.815,2572.45,2570.95,2572.045,1302,True
2024-09-18 16:45:00+00:00,2572.02,2575.3,2571.58,2574.955,2142,True
2024-09-18 17:00:00+00:00,2574.945,2574.945,2572.485,2572.495,2776,True
2024-09-18 17:15:00+00:00,2572.49,2573.25,2570.59,2572.085,1841,True
2024-09-18 17:30:00+00:00,2572.095,2573.62,2570.71,2571.05,1870,True
2024-09-18 17:45:00+00:00,2571.085,2571.625,2566.855,2567.805,2684,True
2024-09-18 18:00:00+00:00,2567.93,2591.6,2567.695,2588.88,12196,True
2024-09-18 18:15:00+00:00,2588.91,2597.97,2587.38,2594.525,10121,True
2024-09-18 18:30:00+00:00,2594.49,2600.29,2578.755,2580.735,10956,True
2024-09-18 18:45:00+00:00,2580.47,2587.705,2571.805,2575.645,10989,True
2024-09-18 19:00:00+00:00,2575.685,2576.3,2557.51,2566.08,11407,True
2024-09-18 19:15:00+00:00,2566.035,2566.595,2553.395,2565.6,9362,True
2024-09-18 19:30:00+00:00,2565.745,2566.13,2552.595,2552.695,7810,True
2024-09-18 19:45:00+00:00,2552.78,2554.205,2546.86,2548.975,6670,True
2024-09-18 20:00:00+00:00,2548.94,2555.895,2548.315,2554.91,3186,True
2024-09-18 20:15:00+00:00,2554.925,2560.955,2554.56,2559.69,2626,True
2024-09-18 20:30:00+00:00,2559.695,2559.725,2557.045,2558.235,1430,True
2024-09-18 20:45:00+00:00,2558.215,2559.475,2556.16,2559.3,1018,True
2024-09-18 22:00:00+00:00,2559.235,2559.32,2555.715,2557.82,733,True
2024-09-18 22:15:00+00:00,2557.86,2560.26,2557.095,2559.945,819,True
2024-09-18 22:30:00+00:00,2559.96,2561.6,2559.385,2561.52,915,True
2024-09-18 22:45:00+00:00,2561.44,2561.44,2559.075,2559.36,757,True
2024-09-18 23:00:00+00:00,2559.38,2559.76,2558.425,2558.63,856,True
2024-09-18 23:15:00+00:00,2558.62,2558.715,2557.055,2557.61,727,True
2024-09-18 23:30:00+00:00,2557.595,2558.415,2556.35,2557.225,750,True
2024-09-18 23:45:00+00:00,2557.29,2559.44,2556.83,2559.415,1244,True
