time,o,h,l,c,volume,complete
2024-09-26 00:00:00+00:00,2656.435,2657.32,2655.81,2656.76,678,True
2024-09-26 00:05:00+00:00,2656.685,2657.06,2655.79,2656.26,683,True
2024-09-26 00:10:00+00:00,2656.205,2656.9,2655.485,2655.615,476,True
2024-09-26 00:15:00+00:00,2655.6,2656.855,2655.52,2656.855,526,True
2024-09-26 00:20:00+00:00,2656.86,2656.9,2656.43,2656.72,344,True
2024-09-26 00:25:00+00:00,2656.715,2657.81,2656.71,2657.77,343,True
2024-09-26 00:30:00+00:00,2657.78,2658.815,2657.67,2658.705,329,True
2024-09-26 00:35:00+00:00,2658.7,2659.555,2658.39,2658.805,495,True
2024-09-26 00:40:00+00:00,2658.82,2659.15,2658.09,2659.15,485,True
2024-09-26 00:45:00+00:00,2659.14,2659.23,2658.24,2658.825,497,True
2024-09-26 00:50:00+00:00,2658.885,2660.44,2658.605,2659.045,701,True
2024-09-26 00:55:00+00:00,2659.01,2659.39,2658.605,2659.11,453,True
2024-09-26 01:00:00+00:00,2659.12,2660.455,2659.01,2659.825,1235,True
2024-09-26 01:05:00+00:00,2659.82,2660.045,2658.68,2659.33,902,True
2024-09-26 01:10:00+00:00,2659.325,2660.99,2659.295,2660.69,651,True
2024-09-26 01:15:00+00:00,2660.71,2660.895,2658.63,2658.84,596,True
2024-09-26 01:20:00+00:00,2658.885,2660.49,2658.775,2659.465,662,True
2024-09-26 01:25:00+00:00,2659.47,2659.56,2657.785,2658.79,663,True
2024-09-26 01:30:00+00:00,2658.835,2659.125,2657.85,2658.83,838,True
2024-09-26 01:35:00+00:00,2658.795,2659.02,2657.815,2658.985,870,True
2024-09-26 01:40:00+00:00,2658.925,2659.95,2658.805,2659.43,1180,True
2024-09-26 01:45:00+00:00,2659.435,2660.41,2659.215,2659.645,1092,True
2024-09-26 01:50:00+00:00,2659.655,2659.655,2658.66,2658.88,1110,True
2024-09-26 01:55:00+00:00,2658.895,2661.53,2658.895,2660.835,1375,True
2024-09-26 02:00:00+00:00,2660.925,2660.925,2659.21,2659.265,1086,True
2024-09-26 02:05:00+00:00,2659.285,2660.065,2658.81,2659.985,824,True
2024-09-26 02:10:00+00:00,2659.965,2660.395,2659.25,2659.445,732,True
2024-09-26 02:15:00+00:00,2659.45,2659.96,2658.845,2659.91,650,True
2024-09-26 02:20:00+00:00,2659.92,2660.48,2659.59,2660.375,414,True
2024-09-26 02:25:00+00:00,2660.4,2661.58,2660.395,2661.515,285,True
2024-09-26 02:30:00+00:00,2661.615,2661.66,2659.535,2660.05,907,True
2024-09-26 02:35:00+00:00,2660.025,2660.23,2659.235,2659.56,832,True
2024-09-26 02:40:00+00:00,2659.605,2659.85,2658.76,2659.48,795,True
2024-09-26 02:45:00+00:00,2659.415,2659.415,2657.165,2657.6,896,True
2024-09-26 02:50:00+00:00,2657.595,2658.17,2657.17,2658.03,874,True
2024-09-26 02:55:00+00:00,2658.025,2658.62,2657.42,2658.245,811,True
2024-09-26 03:00:00+00:00,2658.18,2658.965,2657.87,2657.955,727,True
2024-09-26 03:05:00+00:00,2657.905,2659.285,2657.81,2658.8,716,True
2024-09-26 03:10:00+00:00,2658.87,2660.025,2658.67,2659.8,1036,True
2024-09-26 03:15:00+00:00,2659.785,2661.7,2659.675,2661.46,729,True
2024-09-26 03:20:00+00:00,2661.57,2661.815,2660.86,2661.64,756,True
2024-09-26 03:25:00+00:00,2661.605,2661.885,2660.725,2661.025,664,True
2024-09-26 03:30:00+00:00,2660.955,2661.895,2660.875,2661.345,232,True
2024-09-26 03:35:00+00:00,2661.36,2661.91,2661.185,2661.67,209,True
2024-09-26 03:40:00+00:00,2661.68,2661.805,2660.42,2660.525,397,True
2024-09-26 03:45:00+00:00,2660.52,2661.165,2660.375,2661.06,375,True
2024-09-26 03:50:00+00:00,2660.995,2661.905,2660.975,2661.805,294,True
2024-09-26 03:55:00+00:00,2661.825,2662.575,2661.28,2662.575,545,True
2024-09-26 04:00:00+00:00,2662.6,2662.945,2661.69,2661.865,492,True
2024-09-26 04:05:00+00:00,2661.87,2662.255,2660.915,2661.12,424,True
2024-09-26 04:10:00+00:00,2661.115,2661.415,2660.775,2661.39,337,True
2024-09-26 04:15:00+00:00,2661.395,2662.37,2661.38,2661.865,398,True
2024-09-26 04:20:00+00:00,2661.86,2661.88,2661.43,2661.83,439,True
2024-09-26 04:25:00+00:00,2661.835,2662.345,2661.72,2661.92,342,True
2024-09-26 04:30:00+00:00,2661.895,2661.945,2661.58,2661.78,253,True
2024-09-26 04:35:00+00:00,2661.79,2661.795,2660.96,2660.96,300,True
2024-09-26 04:40:00+00:00,2660.955,2661.095,2660.73,2661.015,240,True
2024-09-26 04:45:00+00:00,2661.03,2661.355,2660.795,2660.8,266,True
2024-09-26 04:50:00+00:00,2660.81,2661.055,2660.425,2660.435,362,True
2024-09-26 04:55:00+00:00,2660.405,2660.97,2660.26,2660.75,398,True
2024-09-26 05:00:00+00:00,2660.745,2660.745,2659.825,2660.02,526,True
2024-09-26 05:05:00+00:00,2659.985,2661.345,2659.955,2660.925,558,True
2024-09-26 05:10:00+00:00,2660.935,2662.13,2660.935,2662.005,726,True
2024-09-26 05:15:00+00:00,2662.005,2662.375,2661.585,2662.22,1181,True
2024-09-26 05:20:00+00:00,2662.225,2662.66,2662.105,2662.615,946,True
2024-09-26 05:25:00+00:00,2662.61,2663.37,2662.145,2663.37,961,True
2024-09-26 05:30:00+00:00,2663.375,2663.495,2661.67,2663.275,1695,True
2024-09-26 05:35:00+00:00,2663.255,2663.255,2660.795,2661.12,1218,True
2024-09-26 05:40:00+00:00,2661.105,2662.605,2660.695,2662.565,1061,True
2024-09-26 05:45:00+00:00,2662.61,2663.305,2661.66,2662.765,1143,True
2024-09-26 05:50:00+00:00,2662.76,2662.88,2660.135,2661.35,1127,True
2024-09-26 05:55:00+00:00,2661.345,2661.885,2661.135,2661.49,918,True
2024-09-26 06:00:00+00:00,2661.365,2661.69,2660.29,2660.98,832,True
2024-09-26 06:05:00+00:00,2660.975,2661.285,2660.01,2660.405,1098,True
2024-09-26 06:10:00+00:00,2660.41,2660.655,2658.345,2658.69,1355,True
2024-09-26 06:15:00+00:00,2658.685,2660.215,2658.05,2660.16,961,True
2024-09-26 06:20:00+00:00,2660.08,2661.555,2659.845,2661.49,1143,True
2024-09-26 06:25:00+00:00,2661.425,2661.64,2659.335,2661.095,1442,True
2024-09-26 06:30:00+00:00,2661.1,2661.99,2660.495,2660.79,1046,True
2024-09-26 06:35:00+00:00,2660.795,2661.76,2660.55,2660.95,1045,True
2024-09-26 06:40:00+00:00,2660.955,2661.475,2660.425,2661.275,1043,True
2024-09-26 06:45:00+00:00,2661.175,2662.065,2661.025,2661.16,1209,True
2024-09-26 06:50:00+00:00,2661.165,2661.835,2661.09,2661.59,634,True
2024-09-26 06:55:00+00:00,2661.605,2662.7,2661.59,2661.79,1239,True
2024-09-26 07:00:00+00:00,2661.795,2664.135,2661.725,2663.64,1617,True
