Time,Open,High,Low,Close
2024-09-19 15:26:00+00:00,2584.395,2584.53,2583.745,2583.89
2024-09-19 15:27:00+00:00,2583.88,2584.285,2583.6000000000004,2584.0950000000003
2024-09-19 15:28:00+00:00,2584.06,2584.085,2583.68,2583.8
2024-09-19 15:29:00+00:00,2583.785,2584.4750000000004,2583.785,2584.425
2024-09-19 15:30:00+00:00,2584.5,2584.78,2584.42,2584.755
2024-09-19 15:31:00+00:00,2584.785,2584.815,2584.0,2584.38
2024-09-19 15:32:00+00:00,2584.395,2584.405,2583.63,2583.77
2024-09-19 15:33:00+00:00,2583.84,2584.145,2583.63,2583.735
2024-09-19 15:34:00+00:00,2583.705,2583.875,2583.445,2583.795
