timestamp,open,high,low,close,t_vwap
2024-10-23 09:34:33+00:00,2751.1800000000003,2751.1800000000003,2751.05,2751.05,0.0
2024-10-23 09:34:36+00:00,2751.06,2751.085,2751.025,2751.025,2751.0500000000006
2024-10-23 09:34:42+00:00,2751.025,2751.255,2751.025,2751.175,2751.0333333333338
2024-10-23 09:34:45+00:00,2751.175,2751.21,2751.17,2751.21,2751.0687500000004
2024-10-23 09:34:48+00:00,2751.325,2751.335,2751.155,2751.155,2751.097
2024-10-23 09:34:54+00:00,2751.125,2751.2,2751.125,2751.2,2751.1135714285715
2024-10-23 09:34:57+00:00,2751.205,2751.205,2751.17,2751.18,2751.124375
2024-10-23 09:35:00+00:00,2751.165,2751.18,2751.165,2751.18,2751.1305555555555
2024-10-23 09:35:06+00:00,2751.155,2751.185,2751.03,2751.035,2751.1395454545454
2024-10-23 09:35:09+00:00,2751.045,2751.0550000000003,2750.98,2750.99,2751.130833333333
2024-10-23 09:35:12+00:00,2751.01,2751.0150000000003,2750.975,2750.985,2751.12
2024-10-23 09:35:15+00:00,2751.04,2751.065,2750.94,2750.975,2751.110357142857
2024-10-23 09:35:18+00:00,2750.96,2751.315,2750.96,2751.26,2751.101333333333
2024-10-23 09:35:24+00:00,2751.225,2751.23,2751.215,2751.2250000000004,2751.12
2024-10-23 09:35:27+00:00,2751.27,2751.27,2751.125,2751.125,2751.125833333333
2024-10-23 09:35:33+00:00,2751.105,2751.49,2751.0950000000003,2751.48,2751.1257499999997
2024-10-23 09:35:36+00:00,2751.46,2751.46,2751.33,2751.355,2751.1426190476186
2024-10-23 09:35:42+00:00,2751.275,2751.375,2751.275,2751.37,2751.1610869565216
2024-10-23 09:35:45+00:00,2751.375,2751.375,2751.23,2751.23,2751.1697916666662
2024-10-23 09:35:48+00:00,2751.3,2751.3,2751.165,2751.175,2751.1721999999995
2024-10-23 09:35:51+00:00,2751.185,2751.185,2751.125,2751.15,2751.172307692307
2024-10-23 09:35:57+00:00,2751.145,2751.15,2751.12,2751.12,2751.170714285714
2024-10-23 09:36:03+00:00,2751.055,2751.075,2751.04,2751.075,2751.167333333333
2024-10-23 09:36:06+00:00,2751.04,2751.04,2750.925,2751.005,2751.164354838709
2024-10-23 09:36:09+00:00,2750.99,2751.025,2750.9750000000004,2751.025,2751.1593749999997
2024-10-23 09:36:12+00:00,2750.95,2751.0,2750.95,2750.965,2751.155303030303
2024-10-23 09:36:15+00:00,2750.9700000000003,2750.975,2750.8900000000003,2750.8900000000003,2751.149705882353
2024-10-23 09:36:21+00:00,2750.995,2751.155,2750.995,2751.135,2751.1352777777784
2024-10-23 09:36:24+00:00,2751.09,2751.09,2751.025,2751.04,2751.135270270271
2024-10-23 09:36:27+00:00,2751.0150000000003,2751.115,2751.0150000000003,2751.105,2751.132763157895
2024-10-23 09:36:33+00:00,2751.15,2751.3450000000003,2751.1400000000003,2751.315,2751.1313750000004
2024-10-23 09:36:36+00:00,2751.325,2751.3500000000004,2751.25,2751.27,2751.135853658537
2024-10-23 09:36:39+00:00,2751.28,2751.36,2751.27,2751.36,2751.139047619048
2024-10-23 09:36:45+00:00,2751.3,2751.3050000000003,2751.08,2751.085,2751.1490909090912
2024-10-23 09:36:51+00:00,2751.135,2751.135,2751.08,2751.125,2751.1463043478266
2024-10-23 09:36:54+00:00,2751.12,2751.24,2751.11,2751.24,2751.1458510638304
2024-10-23 09:37:00+00:00,2751.0600000000004,2751.07,2750.795,2750.795,2751.1496938775513
2024-10-23 09:37:03+00:00,2750.71,2750.83,2750.7,2750.83,2751.1426000000006
2024-10-23 09:37:06+00:00,2751.025,2751.175,2750.95,2751.175,2751.1364705882356
2024-10-23 09:37:09+00:00,2751.23,2751.23,2751.13,2751.1400000000003,2751.137211538462
2024-10-23 09:37:15+00:00,2751.05,2751.135,2751.04,2751.135,2751.1373148148155
2024-10-23 09:37:18+00:00,2751.11,2751.11,2750.98,2750.985,2751.1372727272737
2024-10-23 09:37:21+00:00,2750.98,2751.2200000000003,2750.98,2751.2200000000003,2751.1345535714295
2024-10-23 09:37:27+00:00,2751.205,2751.205,2751.12,2751.14,2751.1375000000007
2024-10-23 09:37:30+00:00,2751.175,2751.2,2751.115,2751.115,2751.1375423728823
2024-10-23 09:37:33+00:00,2751.105,2751.335,2751.105,2751.335,2751.1371666666673
2024-10-23 09:37:36+00:00,2751.32,2751.32,2751.295,2751.315,2751.1404098360663
2024-10-23 09:37:42+00:00,2751.185,2751.325,2751.1800000000003,2751.325,2751.145952380953
2024-10-23 09:37:45+00:00,2751.32,2751.435,2751.32,2751.355,2751.1487500000007
2024-10-23 09:37:48+00:00,2751.4,2751.42,2751.375,2751.395,2751.1519230769236
2024-10-23 09:37:51+00:00,2751.45,2751.45,2751.4300000000003,2751.435,2751.1556060606067
2024-10-23 09:38:00+00:00,2751.38,2751.435,2751.38,2751.4300000000003,2751.1677536231896
2024-10-23 09:38:00+00:00,2751.38,2751.435,2751.38,2751.4300000000003,2751.1677536231896
2024-10-23 09:38:06+00:00,2751.48,2751.485,2751.4750000000004,2751.485,2751.1751408450714
2024-10-23 09:38:12+00:00,2751.03,2751.03,2750.9750000000004,2751.005,2751.183630136987
2024-10-23 09:38:15+00:00,2751.015,2751.1,2750.9750000000004,2750.9750000000004,2751.1812162162173
2024-10-23 09:38:18+00:00,2750.965,2750.965,2750.965,2750.965,2751.1784666666676
2024-10-23 09:38:21+00:00,2750.955,2750.955,2750.79,2750.795,2751.175657894738
2024-10-23 09:38:27+00:00,2750.755,2750.755,2750.6400000000003,2750.6400000000003,2751.165897435899
2024-10-23 09:38:30+00:00,2750.645,2750.645,2750.425,2750.425,2751.1592405063307
2024-10-23 09:38:36+00:00,2750.62,2750.635,2750.58,2750.6,2751.141111111113
2024-10-23 09:38:39+00:00,2750.55,2750.605,2750.545,2750.605,2751.1345121951235
2024-10-23 09:38:42+00:00,2750.585,2750.675,2750.57,2750.665,2751.128132530122
2024-10-23 09:38:51+00:00,2750.61,2750.68,2750.61,2750.65,2751.1119767441874
2024-10-23 09:38:54+00:00,2750.67,2750.69,2750.655,2750.69,2751.106666666668
2024-10-23 09:38:57+00:00,2750.715,2750.715,2750.695,2750.715,2751.101931818183
2024-10-23 09:39:00+00:00,2750.715,2750.895,2750.7,2750.895,2751.097584269664
2024-10-23 09:39:06+00:00,2750.8100000000004,2750.86,2750.8,2750.83,2751.093131868133
2024-10-23 09:39:09+00:00,2750.825,2750.825,2750.5,2750.58,2751.0902717391314
2024-10-23 09:39:12+00:00,2750.585,2750.615,2750.525,2750.605,2751.0847849462375
2024-10-23 09:39:15+00:00,2750.54,2750.575,2750.445,2750.54,2751.0796808510645
2024-10-23 09:39:18+00:00,2750.53,2750.53,2750.455,2750.455,2751.0740000000005
2024-10-23 09:39:24+00:00,2750.475,2750.475,2750.4,2750.4300000000003,2751.0612371134025
2024-10-23 09:39:27+00:00,2750.455,2750.495,2750.455,2750.495,2751.054795918368
2024-10-23 09:39:33+00:00,2750.67,2750.705,2750.67,2750.67,2751.0436000000004
2024-10-23 09:39:36+00:00,2750.6800000000003,2750.7,2750.635,2750.635,2751.0398000000005
2024-10-23 09:39:42+00:00,2750.62,2750.64,2750.525,2750.64,2751.032
2024-10-23 09:39:48+00:00,2750.5,2750.51,2750.44,2750.455,2751.0209500000005
2024-10-23 09:39:51+00:00,2750.4700000000003,2750.505,2750.41,2750.445,2751.0125252525254
2024-10-23 09:39:54+00:00,2750.41,2750.41,2750.295,2750.3050000000003,2751.00685
2024-10-23 09:39:57+00:00,2750.255,2750.27,2750.175,2750.175,2750.9979
2024-10-23 09:40:03+00:00,2750.15,2750.15,2750.12,2750.12,2750.9757575757576
2024-10-23 09:40:06+00:00,2750.125,2750.125,2750.03,2750.045,2750.9672
2024-10-23 09:40:09+00:00,2750.05,2750.06,2750.035,2750.06,2750.9573
2024-10-23 09:40:15+00:00,2750.045,2750.0950000000003,2749.925,2750.085,2750.93875
2024-10-23 09:40:18+00:00,2750.085,2750.11,2750.08,2750.0950000000003,2750.92985
2024-10-23 09:40:21+00:00,2750.145,2750.165,2750.1,2750.165,2750.9147474747474
2024-10-23 09:40:24+00:00,2750.19,2750.195,2750.105,2750.105,2750.9072499999997
2024-10-23 09:40:27+00:00,2750.105,2750.185,2750.105,2750.185,2750.8960499999994
2024-10-23 09:40:36+00:00,2750.37,2750.395,2750.285,2750.285,2750.8642999999997
2024-10-23 09:40:39+00:00,2750.26,2750.26,2750.145,2750.15,2750.848535353535
2024-10-23 09:40:42+00:00,2750.1000000000004,2750.2,2750.065,2750.195,2750.8415499999996
2024-10-23 09:40:45+00:00,2750.21,2750.21,2750.16,2750.16,2750.8297999999995
2024-10-23 09:40:48+00:00,2750.18,2750.185,2750.17,2750.185,2750.8190999999993
2024-10-23 09:40:57+00:00,2751.3050000000003,2751.315,2751.3,2751.3050000000003,2750.7898999999998
2024-10-23 09:41:00+00:00,2751.505,2751.675,2751.505,2751.675,2750.788434343434
2024-10-23 09:41:03+00:00,2751.83,2751.925,2751.785,2751.92,2750.7972999999997
2024-10-23 09:41:06+00:00,2751.915,2752.045,2751.915,2752.025,2750.8057500000004
2024-10-23 09:41:12+00:00,2752.1800000000003,2752.215,2752.16,2752.16,2750.82595
2024-10-23 09:41:15+00:00,2752.165,2752.165,2752.03,2752.04,2750.8379
2024-10-23 09:41:18+00:00,2752.02,2752.035,2751.925,2751.925,2750.84898989899
2024-10-23 09:41:21+00:00,2751.91,2751.91,2751.66,2751.685,2750.85975
