time,o,h,l,c,volume,complete
2024-09-12 00:00:00+00:00,2512.01,2512.02,2511.6,2511.615,165,True
2024-09-12 00:01:00+00:00,2511.61,2511.85,2511.585,2511.765,156,True
2024-09-12 00:02:00+00:00,2511.76,2511.9,2511.655,2511.9,131,True
2024-09-12 00:03:00+00:00,2511.895,2511.94,2511.64,2511.755,161,True
2024-09-12 00:04:00+00:00,2511.76,2512.015,2511.745,2511.86,92,True
2024-09-12 00:05:00+00:00,2511.88,2511.94,2511.765,2511.815,58,True
2024-09-12 00:06:00+00:00,2511.925,2512.015,2511.815,2511.91,76,True
2024-09-12 00:07:00+00:00,2511.905,2512.175,2511.9,2512.135,35,True
2024-09-12 00:08:00+00:00,2512.165,2512.23,2512.01,2512.23,67,True
2024-09-12 00:09:00+00:00,2512.185,2512.485,2512.17,2512.28,50,True
2024-09-12 00:10:00+00:00,2512.285,2512.39,2512.19,2512.315,75,True
2024-09-12 00:11:00+00:00,2512.32,2512.485,2512.255,2512.33,56,True
2024-09-12 00:12:00+00:00,2512.31,2512.47,2512.205,2512.235,60,True
2024-09-12 00:13:00+00:00,2512.285,2512.435,2512.2,2512.215,49,True
2024-09-12 00:14:00+00:00,2512.12,2512.23,2512.07,2512.07,31,True
2024-09-12 00:15:00+00:00,2512.06,2512.205,2511.995,2512.115,57,True
2024-09-12 00:16:00+00:00,2512.11,2512.305,2512.05,2512.185,69,True
2024-09-12 00:17:00+00:00,2512.17,2512.32,2511.625,2511.785,76,True
2024-09-12 00:18:00+00:00,2511.77,2511.9,2511.69,2511.825,48,True
2024-09-12 00:19:00+00:00,2511.82,2511.84,2511.56,2511.6,44,True
2024-09-12 00:20:00+00:00,2511.585,2511.685,2511.495,2511.595,57,True
2024-09-12 00:21:00+00:00,2511.6,2511.62,2511.46,2511.465,56,True
2024-09-12 00:22:00+00:00,2511.46,2511.495,2511.36,2511.495,36,True
2024-09-12 00:23:00+00:00,2511.485,2511.71,2511.48,2511.71,22,True
2024-09-12 00:24:00+00:00,2511.73,2511.745,2511.64,2511.64,35,True
2024-09-12 00:25:00+00:00,2511.63,2511.68,2511.245,2511.28,75,True
2024-09-12 00:26:00+00:00,2511.29,2511.37,2511.18,2511.18,68,True
2024-09-12 00:27:00+00:00,2511.185,2511.295,2511.18,2511.28,52,True
2024-09-12 00:28:00+00:00,2511.29,2511.37,2511.2,2511.365,55,True
2024-09-12 00:29:00+00:00,2511.37,2511.405,2511.145,2511.25,36,True
2024-09-12 00:30:00+00:00,2511.245,2511.86,2511.245,2511.625,89,True
2024-09-12 00:31:00+00:00,2511.6,2511.68,2511.425,2511.53,57,True
2024-09-12 00:32:00+00:00,2511.525,2511.55,2511.25,2511.27,42,True
2024-09-12 00:33:00+00:00,2511.265,2511.455,2511.23,2511.32,59,True
2024-09-12 00:34:00+00:00,2511.335,2511.5,2511.245,2511.47,51,True
2024-09-12 00:35:00+00:00,2511.465,2511.72,2511.41,2511.48,71,True
2024-09-12 00:36:00+00:00,2511.465,2511.49,2511.295,2511.445,46,True
2024-09-12 00:37:00+00:00,2511.48,2511.99,2511.46,2511.985,53,True
2024-09-12 00:38:00+00:00,2511.99,2512.05,2511.915,2511.935,51,True
2024-09-12 00:39:00+00:00,2511.9,2511.9,2511.685,2511.795,43,True
2024-09-12 00:40:00+00:00,2511.805,2511.925,2511.705,2511.705,69,True
2024-09-12 00:41:00+00:00,2511.715,2511.815,2511.455,2511.455,74,True
2024-09-12 00:42:00+00:00,2511.435,2511.59,2511.305,2511.59,88,True
2024-09-12 00:43:00+00:00,2511.53,2511.53,2511.225,2511.295,64,True
2024-09-12 00:44:00+00:00,2511.33,2511.755,2511.305,2511.71,104,True
2024-09-12 00:45:00+00:00,2511.7,2511.81,2511.53,2511.555,43,True
2024-09-12 00:46:00+00:00,2511.59,2511.655,2511.49,2511.54,55,True
2024-09-12 00:47:00+00:00,2511.52,2511.625,2511.48,2511.53,74,True
