time,o,h,l,c,volume,complete
2024-09-30 00:00:00+00:00,2663.655,2664.225,2663.15,2663.34,354,True
2024-09-30 00:01:00+00:00,2663.325,2664.0,2663.19,2663.945,309,True
2024-09-30 00:02:00+00:00,2663.89,2665.265,2663.775,2665.265,322,True
2024-09-30 00:03:00+00:00,2665.25,2665.82,2665.16,2665.815,273,True
2024-09-30 00:04:00+00:00,2665.825,2666.03,2664.895,2665.095,323,True
2024-09-30 00:05:00+00:00,2665.105,2665.305,2664.765,2664.895,156,True
2024-09-30 00:06:00+00:00,2664.915,2665.78,2664.62,2664.995,263,True
2024-09-30 00:07:00+00:00,2665.005,2665.005,2664.48,2664.745,165,True
2024-09-30 00:08:00+00:00,2664.76,2665.695,2664.76,2665.51,139,True
2024-09-30 00:09:00+00:00,2665.5,2666.05,2665.225,2665.25,373,True
2024-09-30 00:10:00+00:00,2665.255,2665.68,2665.15,2665.655,201,True
2024-09-30 00:11:00+00:00,2665.65,2665.665,2665.38,2665.495,160,True
2024-09-30 00:12:00+00:00,2665.5,2665.645,2665.01,2665.105,150,True
2024-09-30 00:13:00+00:00,2665.1,2665.35,2664.68,2664.785,141,True
2024-09-30 00:14:00+00:00,2664.79,2664.845,2664.165,2664.505,164,True
2024-09-30 00:15:00+00:00,2664.495,2665.27,2664.48,2664.905,99,True
2024-09-30 00:16:00+00:00,2664.91,2664.98,2664.43,2664.695,161,True
2024-09-30 00:17:00+00:00,2664.665,2664.7,2663.91,2664.31,151,True
2024-09-30 00:18:00+00:00,2664.315,2664.685,2664.17,2664.385,231,True
2024-09-30 00:19:00+00:00,2664.39,2664.58,2664.145,2664.38,171,True
2024-09-30 00:20:00+00:00,2664.365,2664.57,2664.165,2664.175,153,True
2024-09-30 00:21:00+00:00,2664.185,2664.185,2662.755,2663.22,270,True
2024-09-30 00:22:00+00:00,2663.18,2663.71,2663.18,2663.585,153,True
2024-09-30 00:23:00+00:00,2663.52,2663.58,2663.1,2663.24,134,True
2024-09-30 00:24:00+00:00,2663.195,2663.43,2662.855,2663.245,110,True
2024-09-30 00:25:00+00:00,2663.26,2663.45,2663.24,2663.395,79,True
2024-09-30 00:26:00+00:00,2663.33,2663.41,2662.93,2663.12,163,True
2024-09-30 00:27:00+00:00,2663.045,2663.36,2663.02,2663.15,126,True
2024-09-30 00:28:00+00:00,2663.145,2663.365,2662.84,2662.865,128,True
2024-09-30 00:29:00+00:00,2662.87,2663.635,2662.865,2663.465,103,True
2024-09-30 00:30:00+00:00,2663.5,2664.335,2663.475,2664.095,162,True
2024-09-30 00:31:00+00:00,2664.105,2664.35,2663.61,2663.835,184,True
2024-09-30 00:32:00+00:00,2663.84,2663.84,2663.535,2663.81,106,True
2024-09-30 00:33:00+00:00,2663.735,2663.825,2663.525,2663.545,152,True
2024-09-30 00:34:00+00:00,2663.51,2663.575,2663.08,2663.45,229,True
2024-09-30 00:35:00+00:00,2663.445,2663.6,2662.445,2662.565,212,True
2024-09-30 00:36:00+00:00,2662.555,2662.975,2662.395,2662.975,127,True
2024-09-30 00:37:00+00:00,2662.9,2662.98,2662.48,2662.78,128,True
2024-09-30 00:38:00+00:00,2662.775,2662.81,2662.185,2662.36,149,True
2024-09-30 00:39:00+00:00,2662.375,2662.565,2662.02,2662.175,129,True
2024-09-30 00:40:00+00:00,2662.32,2663.45,2662.32,2663.45,160,True
2024-09-30 00:41:00+00:00,2663.455,2663.775,2663.24,2663.74,131,True
2024-09-30 00:42:00+00:00,2663.75,2663.75,2663.055,2663.155,149,True
2024-09-30 00:43:00+00:00,2663.14,2663.575,2663.13,2663.27,173,True
2024-09-30 00:44:00+00:00,2663.255,2663.345,2662.98,2663.08,201,True
2024-09-30 00:45:00+00:00,2663.075,2663.36,2662.61,2662.73,252,True
2024-09-30 00:46:00+00:00,2662.685,2663.37,2662.435,2663.145,157,True
2024-09-30 00:47:00+00:00,2663.155,2663.36,2663.03,2663.24,165,True
